Receipt #,Physical Business Location,Account #,Owner Address Name,Business Name,Business Address,Category Code,Category Name,Mailing Address Name,Mailing Address Line 1,Mailing Address Line 2,Mailing Address City,Mailing Address State,Mailing Address ZIP,Number of Units,Account Status,Balance Status,Date Paid In Full,Exemption Code,Exemption Description,Business Phone,RE Account Number,Tangible Account Number,Custom Flags,Receipt Application Date,Year,Class Code,Class Name
6570882,04 - HIALEAH,6304752,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4860 E 10 LA HIALEAH, FL 33013 ",AUT,AUTO / TRUCK / VAN SERVICE,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
6570965,04 - HIALEAH,6304836,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4839 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
6570932,04 - HIALEAH,6304802,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4841 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
6570957,04 - HIALEAH,6304828,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4843 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-004-0330,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
6570940,04 - HIALEAH,6304810,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4835 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-001-1770,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
6570973,04 - HIALEAH,6304844,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4845 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-2132-013-0440,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
6570924,04 - HIALEAH,6304794,103 USED AUTO PARTS INC,103 USED AUTO PARTS INC,"4837 E 10 LA HIALEAH, FL 33013 ",SER-WAR,SERVICE BUSINESS,103 USED AUTO PARTS INC VICENTE HERNANDEZ PRES,4895 E 10 CT,,HIALEAH,FL,33013,1,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-687-8527,04-3105-001-1770,,-- None --,9/24/2008,2014,213,Service business/multiple service business or Passenger transportation services
766171,01 - MIAMI,766171,1032 41 NE 78 RD LLC,1032 41 NE 78 RD LLC,"1041 NE 78 RD MIAMI, FL 33138 ",APT,APARTMENTS,1032 41 NE 78 RD LLC,531 SW 42 AVE #116,,MIAMI,FL,33134,10,Active,Paid In Full,9/27/2013,-- None --,-- None --,305-756-2892,01-3208-008-0370,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
769548,01 - MIAMI,769548,1032 41 NE 78 ROAD LLC  C/O COINCO INVESTMENT CO INC,1032 41 NE 78 ROAD LLC,"1020 NE 78 RD MIAMI, FL 33138 ",APT,APARTMENTS,1032 41 NE 78 ROAD LLC  C/O COINCO INVESTMENT CO INC,531 SW 42 AVE  #116,,MIAMI,FL,33134,6,Active,Paid In Full,9/3/2013,-- None --,-- None --,,,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6413256,02 - MIAMI BEACH,6149801,1032 MICHIGAN LLC,1032 MICHIGAN LLC,"1329 ALTON RD MIAMI BEACH, FL 33139 ",SER-MAN,SERVICE BUSINESS,1032 MICHIGAN LLC ERIC HARARI MANAGER,1329 ALTON RD,,MIAMI BEACH,FL,33139,1,Active,Paid In Full,8/30/2013,-- None --,-- None --,305-673-3948,02-4203-009-8900,,-- None --,12/17/2007,2014,213,Service business/multiple service business or Passenger transportation services
809542,02 - MIAMI BEACH,809542,1034 PENN AVE LLC,1034 PENN AVE LLC,"1034 PENNSYLVANIA AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1034 PENN AVE LLC LIU LILIAN MGR,275 N COCONUT LANE,,MIAMI,FL,33139,16,Active,Paid In Full,7/2/2013,-- None --,-- None --,305-000-0000,02-4203-009-1141,40-155980,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6564786,02 - MIAMI BEACH,6298822,1035 EUCLID ASSOCIATES LLC,1035 EUCLID ASSOCIATES LLC,"1035 EUCLID AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1035 EUCLID ASSOCIATES LLC RAND,265 POST ROAD WEST,,WESTPORT,CT,6880,16,Active,Paid In Full,8/12/2013,-- None --,-- None --,203-226-8727,02-4203-009-1230,,-- None --,9/12/2008,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4915626,88 - COMMERCIAL LESSORS,4707031,1035 LINCOLN RD LTD,1035 LINCOLN RD LTD,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1035 LINCOLN RD LTD %FRYD RENTAL PROPERTIES,523 MICHIGAN AVE,,MIAMI BEACH,FL,33139,14320,Active,Paid In Full,7/9/2013,-- None --,-- None --,305-673-2948,02-3234-018-0040,,-- None --,4/2/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
2200319,01 - MIAMI,2092435,1035 PROPERTY LLC,1035 PROPERTIE,"1035 SW 4 ST MIAMI, FL 33130 ",APT,APARTMENTS,1035 PROPERTY LLC,719 ALEDO AVE,,CORAL GABLES,FL,33134,8,Active,Paid In Full,7/15/2013,-- None --,-- None --,305-282-5593,01-4102-005-3840,31-003145,Enforcement,8/4/1989,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
803339,02 - MIAMI BEACH,803339,MAJESTIC CO,1036 APARTMENTS,"1036 DREXEL AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,MAJESTIC CO,1024 WASHINGTON AVE,,MIAMI BEACH,FL,33139,18,Active,Unpaid,,-- None --,-- None --,305-534-1119,,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4930526,88 - COMMERCIAL LESSORS,4721750,1036 NORTH MIAMI AVE LLC,1036 NORTH MIAMI AVE LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1036 NORTH MIAMI AVE LLC,1 STEVENS RD #1,,WALLINSTON,NJ,7057,12197,Active,Unpaid,,-- None --,-- None --,,01-0101-070-1030,,Social Security or Federal Employer ID #,4/9/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7043680,13 - BAY HARBOR ISLANDS,6770235,1039 KANE INC,1039 KANE INC,"1039 96 ST BAY HARBOR ISLANDS, FL 33154 ",RET-STR,RETAIL SALES,1039 KANE INC,1039 96 ST,,BAL HARBOUR,FL,33154,2,Active,Paid In Full,7/31/2013,-- None --,-- None --,954-558-7703,13-2227-001-2270,,-- None --,3/2/2011,2014,214,Retail sales
2299949,30 - UNIN DADE COUNTY,2187110,103RD ST INC,103RD ST INC,"3500 NW 103 ST MIAMI, FL 33147 ",SER-INS,SERVICE BUSINESS,103RD ST INC BENIGNO MESA JR,3500 NW 103 ST,,MIAMI,FL,33147,2,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-691-5077,30-3104-005-0200,,NSF hold,2/22/1990,2014,213,Service business/multiple service business or Passenger transportation services
2299931,30 - UNIN DADE COUNTY,2187110,103RD ST INC,103RD ST INC,"3500 NW 103 ST MIAMI, FL 33147 ",RET-STR,RETAIL SALES,103RD ST INC BENIGNO MESA JR,3500 NW 103 ST,,MIAMI,FL,33147,2,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-691-5077,30-3104-005-0200,,NSF hold,2/22/1990,2014,214,Retail sales
904335,02 - MIAMI BEACH,4531944,1040 EUCLID AVENUE CORPORATION,1040 EUCLID AVENUE CORPORATION,"1040 EUCLID AVE MIAMI BEACH, FL 33139 ",APT,APARTMENTS,1040 EUCLID AVENUE CORPORATION NOEMI PONS PRES,3420 SW 117 COURT,,MIAMI,FL,33175,24,Active,Paid In Full,8/8/2013,-- None --,-- None --,305-554-1062,02-4203-009-3730,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
796285,01 - MIAMI,796285,1040 NW 4TH ST LLC,1040 NW 4TH ST LLC,"1040 NW 4 ST MIAMI, FL 33128 ",APT,APARTMENTS,1040 NW 4TH ST LLC COINCO INVESTMENT COMPANY INC,531 SW 42 AVE SUITE 116,,MIAMI,FL,33134,28,Active,Paid In Full,9/27/2013,-- None --,-- None --,305-448-6265,01-4102-005-1350,40-115934,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
799891,01 - MIAMI,5371646,1040 SGR INC,1040 SGR INC,"340 SW 5 AVE MIAMI, FL 33130 ",APT,APARTMENTS,1040 SGR INC ROLANDO PENATE PRES,8510 SW 4 ST,,MIAMI BEACH,FL,33144,27,Active,Paid In Full,8/27/2013,-- None --,-- None --,305-000-0000,01-0202-050-1240,40-172237,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5912358,01 - MIAMI,5668398,1040 SGR INC C/O ROLANDO PENATE PRESIDENT,1040 SGR INC,"1040 SPRING GARDEN RD MIAMI, FL 33136 ",APT,APARTMENTS,1040 SGR INC C/O ROLANDO PENATE PRESIDENT,8510 SW 4 ST,,MIAMI,FL,33144,24,Active,Paid In Full,9/26/2013,-- None --,-- None --,305-000-0000,01-3135-007-0040,,-- None --,11/10/2005,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4913795,88 - COMMERCIAL LESSORS,4705274,1041 LUDLAM INC,1041 LUDLAM INC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1041 LUDLAM INC,1041 SW 67 AVE,,MIAMI,FL,33144,2515,Active,Paid In Full,7/5/2013,-- None --,-- None --,305-264-9982,15-4012-044-0150,,-- None --,4/2/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
3282563,01 - MIAMI,3144516,1042 ADRIANA LLC,1042 ADRIANA LLC,"1042 NW 5 ST MIAMI, FL 33128 ",APT,APARTMENTS,1042 ADRIANA LLC,PO BOX 163255,,MIAMI,FL,33116,6,Active,Paid In Full,8/16/2013,-- None --,-- None --,305-383-2551,01-4102-005-0740,,-- None --,4/27/1994,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
782822,01 - MIAMI,782822,1050 APARTMENT BUILDING LLC,1050 APARTMENT BUILDING LLC,"1050 NW 44 AVE MIAMI, FL 33126 ",APT,APARTMENTS,1050 APARTMENT BUILDING LLC ALEXIS IZQUIERDO,102 E 49 ST,,HIALEAH,FL,33013,31,Active,Paid In Full,7/16/2013,-- None --,-- None --,305-826-9994,01-3132-009-0430,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
774571,01 - MIAMI,5321096,1050 HAVANA LLC,1050 HAVANA LLC,"1050 NW 2 ST MIAMI, FL 33128 ",APT,APARTMENTS,1050 HAVANA LLC,300 MERIDIAN AVE #6,,MIAMI BEACH,FL,33139,24,Active,Unpaid,,-- None --,-- None --,305-000-0000,01-4102-005-2240,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4978798,88 - COMMERCIAL LESSORS,4769007,1050 LLC,1050 LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1050 LLC,1060 KANE CONCOURSE,,BAY HARBOR ISLANDS,FL,33154,3923,Active,Paid In Full,7/15/2013,-- None --,-- None --,305-000-0000,13-2227-001-2440,,-- None --,4/20/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
777707,01 - MIAMI,777707,1054 MONICA LLC,1054 MONICA LLC,"1054 NW 5 ST MIAMI, FL 33128 ",APT,APARTMENTS,1054 MONICA LLC ARTURO S MUINA PRES,PO BOX 163255,,MIAMI,FL,33116,6,Active,Paid In Full,8/16/2013,-- None --,-- None --,786-200-5255,01-4102-005-0750,40-097748,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4984408,88 - COMMERCIAL LESSORS,4774551,1055 NE 125 LLC,1055 NE 125 LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1055 NE 125 LLC,PO BOX 456752,,SURFSIDE,FL,33154,2394,Active,Paid In Full,7/18/2013,-- None --,-- None --,305-000-0000,06-2229-034-0190,,-- None --,4/22/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4953130,88 - COMMERCIAL LESSORS,4743887,106 KNICKERBROKER AVE LLC,106 KNICKERBROKER AVE LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,106 KNICKERBROKER AVE LLC 1081 FLUSHING AVE LLC,6 REED DR,,ROSLYN,NY,11576,20102,Active,Paid In Full,7/9/2013,-- None --,-- None --,305-000-0000,02-3222-019-0050,,Corporate Documents,4/16/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
834359,04 - HIALEAH,6043111,1065 1079 WEST 29TH STREET LLC,1065 1079 WEST 29TH STREET LLC,"1065 W 29 ST HIALEAH, FL 33012 ",APT,APARTMENTS,1065 1079 WEST 29TH STREET LLC CARLOS GARCIA,PO BOX 402566,,MIAMI BCH,FL,33140,24,Active,Unpaid,,-- None --,-- None --,305-556-3770,04-3012-016-0410,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
2447357,01 - MIAMI,2328508,1065 INVESTMENT INC,1065 INVESTMENT INC,"1061 NW 29 ST MIAMI, FL 33127 ",APT,APARTMENTS,1065 INVESTMENT INC OLGA M NEGRON PRES,3028 NW 13 ST,,MIAMI,FL,33125,32,Active,Paid In Full,7/9/2013,-- None --,-- None --,305-633-3059,01-3126-036-1150,19-667929,-- None --,10/26/1990,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4913233,88 - COMMERCIAL LESSORS,4704715,1065 LLP,1065 LLP,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1065 LLP ROBERTA SEGAL MGER,1065 NE 125 ST #405,,NORTH MIAMI,FL,33161,25817,Active,Paid In Full,7/22/2013,-- None --,-- None --,305-899-1065,06-2229-034-0400,,-- None --,4/1/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4942109,88 - COMMERCIAL LESSORS,4733144,1068 WEST FLAGLER INC,1068 WEST FLAGLER INC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1068 WEST FLAGLER INC LUNA ALBALAH  V PRES,1068 W FLAGLER ST,,MIAMI,FL,33130,4459,Active,Paid In Full,9/26/2013,-- None --,-- None --,305-324-8177,01-4102-005-2930,,-- None --,4/11/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5006846,88 - COMMERCIAL LESSORS,4796224,1075 HOLDINGS INC,1075 HOLDINGS INC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1075 HOLDINGS INC EMIL DORTA,7721 SW 118 PL,,MIAMI,FL,33183,80010,Active,Paid In Full,8/9/2013,-- None --,-- None --,305-596-9339,04-3117-000-0144,,-- None --,5/3/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5083464,30 - UNIN DADE COUNTY,4870821,10800 BISCAYNE HOLDINGS LLC,10800 BISCAYNE HOLDINGS LLC,"UNINCORPORATED LOC MIAMI, FL 99999 ",LES,COMMERCL/INDUST/OFFICE SPACE,10800 BISCAYNE HOLDINGS LLC RUDD LEVI,PO BOX 402401,,MIAMI BEACH,FL,33140,158807,Active,Paid In Full,8/7/2013,-- None --,-- None --,305-891-1246,30-2232-011-0020,,-- None --,7/30/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4937257,88 - COMMERCIAL LESSORS,4728342,10910 CORPORATION,10910 CORPORATION,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,10910 CORPORATION SALTZMAN,10543 SW 129 PL,,MIAMI,FL,33186,10184,Active,Paid In Full,7/3/2013,-- None --,-- None --,305-385-2175,22-2033-001-0411,,-- None --,4/10/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5185798,30 - UNIN DADE COUNTY,4966330,1097 LEJEUNE INVESTMENTS INC,1097 LEJEUNE INVESTMENTS INC,"UNINCORPORATED LOC MIAMI, FL 99999 ",LES,COMMERCL/INDUST/OFFICE SPACE,1097 LEJEUNE INVESTMENTS INC,1097 LE JEUNE RD,,CORAL GABLES,FL,33134,15347,Active,Paid In Full,8/2/2013,-- None --,-- None --,305-000-0000,30-4108-000-0010,,-- None --,12/26/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7398027,01 - MIAMI,7120421,R TRADING CORP,10TH AVE FOOD MARKET,"1003 NW 62 ST MIAMI, FL 33150 ",RET-STR,RETAIL SALES,R TRADING CORP RAED UTHMAN,1003 NW 62 ST,,MIAMI,FL,33150,2,Active,Paid In Full,7/15/2013,-- None --,-- None --,646-294-1349,01-3114-025-0070,,-- None --,3/18/2013,2014,214,Retail sales
7071988,07 - NORTH MIAMI BEACH,6798319,10TH AVE MINI MARKET AND DELI,10TH AVE MINI MARKET AND DELI CORP,"16678 NE 10 AVE NORTH MIAMI BEACH, FL 33162 ",RET-STR,RETAIL SALES,10TH AVE MINI MARKET AND DELI FRANKLIN DIAZ,16678 NE 10 AVE,,N MIAMI BEACH,FL,33162,1,Active,Paid In Full,9/30/2013,-- None --,-- None --,305-000-0000,07-2217-013-0140,,-- None --,4/14/2011,2014,214,Retail sales
771700,01 - MIAMI,771700,11 AVENUE APARTMENTS LLC,11 AVENUE APARTMENTS LLC,"301 SW 11 AVE MIAMI, FL 33130 ",APT,APARTMENTS,11 AVENUE APARTMENTS LLC YVETTE SEDENO MANAGER,PO BOX 56-6622,,MIAMI,FL,33256,12,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-251-8073,01-4102-005-3790,40-152379,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4989183,30 - UNIN DADE COUNTY,4779220,110 BISCAYNE REALTY LLC,110 BISCAYNE REALTY LLC,"UNINCORPORATED LOC MIAMI, FL 99999 ",LES,COMMERCL/INDUST/OFFICE SPACE,110 BISCAYNE REALTY LLC RUDD & RUDD LLC,5151 FISHER ISLAND DR,,FISHER ISLAND,FL,33109,1473,Active,Unpaid,,-- None --,-- None --,514-000-0000,30-2232-006-0020,,-- None --,4/23/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4989472,30 - UNIN DADE COUNTY,4779519,110 BISCAYNE REALTY LLC,110 BISCAYNE REALTY LLC,"UNINCORPORATED LOC MIAMI, FL 99999 ",LES,COMMERCL/INDUST/OFFICE SPACE,110 BISCAYNE REALTY LLC RUDD & RUDD LLC,5151 FISHER ISLAND DR,,FISHER ISLAND,FL,33109,7743,Active,Unpaid,,-- None --,-- None --,305-000-0000,30-2232-010-1230,,-- None --,4/23/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4922465,88 - COMMERCIAL LESSORS,4713781,110 E FLAGLER ST INC,110 E FLAGLER ST INC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,110 E FLAGLER ST INC,4380 NORTH BAY RD,,MIAMI BEACH,FL,33140,18122,Active,Paid In Full,7/5/2013,-- None --,-- None --,305-219-2854,01-0112-010-1100,,-- None --,4/5/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
6916838,11 - MIAMI SHORES,6646120,1101 MIAMI SHORES LLC,1101 MIAMI SHORES LLC,"9699 NE 2 AVE MIAMI SHORES, FL 33138 ",SER-MAN,SERVICE BUSINESS,1101 MIAMI SHORES LLC LANCE A HARKE MGR,9699 NE 2 AVE,,MIAMI SHORES,FL,33138,1,Active,Paid In Full,9/16/2013,-- None --,-- None --,305-536-8220,11-3206-013-4050,,-- None --,6/17/2010,2014,213,Service business/multiple service business or Passenger transportation services
4936689,30 - UNIN DADE COUNTY,4727815,11010 LAND COMPANY LLC,11010 LAND COMPANY LLC,"UNINCORPORATED LOC MIAMI, FL 99999 ",LES,COMMERCL/INDUST/OFFICE SPACE,11010 LAND COMPANY LLC SALOMON GOLD  PRES,1177 KANE CONCOURSE  #218,,BAL HARBOUR ISLANDS,FL,33154,132444,Active,Paid In Full,8/22/2013,-- None --,-- None --,305-374-5516,30-2135-000-0230,,-- None --,4/10/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4977832,88 - COMMERCIAL LESSORS,4768090,1108 CONCOURSE LC,1108 CONCOURSE LC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1108 CONCOURSE LC,1124 KANE CONCOURSE,,BAY HARBOR ISLANDS,FL,33154,31732,Active,Paid In Full,7/9/2013,-- None --,-- None --,305-233-1130,13-2227-001-3410,,-- None --,4/20/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4936655,88 - COMMERCIAL LESSORS,4727781,111 NE 40 ST LLC,111 NE 40 ST LLC,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,111 NE 40 ST LLC NEIL ROSEN PRES,151 NE 40 ST,,MIAMI,FL,33137,4250,Active,Unpaid,,-- None --,-- None --,305-576-5900,01-3124-027-0100,,-- None --,4/10/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
5572079,01 - MIAMI,5334743,1110 BRICKELL CONDO ASSOC INC,1110 BRICKELL CONDO ASSOCIATION INC,"1110 BRICKELL AVE 316 MIAMI, FL 33131 ",SER-MAN,SERVICE BUSINESS,1110 BRICKELL CONDO ASSOC INC NELSON SLOSBERGAS  PRES,1110 BRICKELL AVE  #316,,MIAMI,FL,33131,1,Active,Paid In Full,7/18/2013,-- None --,-- None --,305-000-0000,01-4139-091-0550,,-- None --,6/2/2004,2014,213,Service business/multiple service business or Passenger transportation services
4930427,88 - COMMERCIAL LESSORS,4721651,1111 BRICKELL OFFICE LLC,1111 BRICKELL OFFICE LLC HUGHES HUBBARD & REED LLP,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1111 BRICKELL OFFICE LLC ATTN JOSE MONROS,1111 BRICKELL AVE 165,,MIAMI,FL,33131,999999,Active,Paid In Full,7/11/2013,-- None --,-- None --,305-373-3884,01-4139-035-0010,,-- None --,4/9/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
4940673,88 - COMMERCIAL LESSORS,4731700,1115 CORPORATION,1115 CORPORATION,"MUNICIPALITIES LOC COMMERCIAL LESSORS, FL 33888 ",LES,COMMERCL/INDUST/OFFICE SPACE,1115 CORPORATION,8295 SW 2 ST,,MIAMI,FL,33144,791,Active,Paid In Full,9/4/2013,-- None --,-- None --,305-883-3359,27-3003-002-0010,,-- None --,4/11/2002,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
7439947,30 - UNIN DADE COUNTY,7161994,111616 EIS (DELAWARE) INC C/O STEVEN ROSS,111616 EIS (DELAWARE) INC,"4400 RICKENBACKER CSWY MIAMI, FL 33149 ",SER-PHO,SERVICE BUSINESS,111616 EIS (DELAWARE) INC ATTN TAX DEPARTMENT,2400 MT READ BLVD,,ROCHESTER,NY,14615,17,Active,Paid In Full,11/19/2013,-- None --,-- None --,585-477-4354,30-4220-000-0010,,-- None --,10/24/2013,2014,213,Service business/multiple service business or Passenger transportation services
4837648,01 - MIAMI,4633567,1118 MULTIFAMILY LLC,1118 MULTIFAMILY LLC,"1118 SW 6 ST MIAMI, FL 33130 ",APT,APARTMENTS,1118 MULTIFAMILY LLC NAPOLEON ALVAREZ MGR,1505 SW 12 ST,,MIAMI,FL,33135,5,Active,Paid In Full,9/20/2013,-- None --,-- None --,305-529-0097,01-4102-007-0030,,-- None --,12/5/2001,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
773482,01 - MIAMI,773482,1119 NW LLC,1119 NW LLC,"1119 NW 6 ST MIAMI, FL 33136 ",APT,APARTMENTS,1119 NW LLC JOAQUIN ALVAREZ  MANAGER,8330 SW 28 ST,,MIAMI,FL,33155,12,Active,Unpaid,,-- None --,-- None --,305-559-3690,01-4102-005-0230,,-- None --,8/24/1988,2014,192,"Hotels, apartments, motels, etc. or Commercial, industrial or office space"
1309426,24 - VILLAGE OF KEY BISCAYNE,1309426,MARIA MONTANO PRES,1121 HAIR DESIGNERS & BOUTIQUE,"1121 CRANDON BLVD VILLAGE OF KEY BISCAYNE, FL 33149 ",BTY,BARBER / BEAUTY SHOP /SERVICE,MARIA MONTANO PRES,1121 CRANDON BLVD,,KEY BISCAYNE,FL,33149,5,Active,Unpaid,,-- None --,-- None --,305-361-3358,24-5204-010-2700,,-- None --,8/24/1988,2014,213,Service business/multiple service business or Passenger transportation services
1995985,24 - VILLAGE OF KEY BISCAYNE,1309426,MARIA MONTANO PRES,1121 HAIR DESIGNERS & BOUTIQUE,"1121 CRANDON BLVD VILLAGE OF KEY BISCAYNE, FL 33149 ",RET-STR,RETAIL SALES,MARIA MONTANO PRES,1121 CRANDON BLVD,,KEY BISCAYNE,FL,33149,5,Active,Unpaid,,-- None --,-- None --,305-361-3358,24-5204-010-2700,,-- None --,8/24/1988,2014,214,Retail sales
